"Município";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";" Total"
"410950 GUARAQUECABA";"0";"0";"0";"0";"0";"1,89";"1,92";"1,33";"0,68";"0,68";"0";"1,67";"5,60";"99,12";"103,60";"108,74";"115,53";"115,53";"97,09";"80,58";"95,74";"63,89";"84,62";"124,36";"75,00";"58,59";"81,82";"38,17"
"410960 GUARATUBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,02";"90,11";"77,31";"97,37";"66,74";"78,34";"76,15";"100,49";"87,09";"83,30";"76,69";"72,42";"73,60";"77,34";"38,09";"39,42"
"410965 HONORIO SERPA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64,76";"114,61";"73,26";"66,67";"98,04";"79,41";"75,49";"122,86";"93,59";"129,69";"148,78";"89,02";"76,92";"112,73";"89,09";"39,03"
"410970 IBAITI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34,08";"105,38";"102,62";"122,65";"100,24";"124,10";"101,45";"115,16";"101,74";"92,95";"84,97";"77,60";"92,31";"106,07";"103,76";"50,58"
"410975 IBEMA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,73";"58,70";"91,00";"121,69";"116,87";"93,98";"110,84";"101,20";"128,71";"87,96";"71,79";"111,22";"95,92";"93,94";"120,21";"79,79";"46,46"
"410980 IBIPORA";"0";"0";"0";"0,28";"0";"0,13";"0";"0";"0";"0";"0";"0";"47,30";"94,18";"79,85";"85,69";"86,26";"88,10";"88,24";"97,58";"80,17";"79,01";"92,42";"76,82";"81,57";"76,46";"34,66";"44,75"
"410990 ICARAIMA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"101,01";"104,27";"96,08";"119,80";"95,05";"99,01";"113,86";"98,28";"100,00";"95,80";"103,81";"121,90";"88,43";"125,44";"84,21";"48,72"
"411000 IGUARACU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"59,57";"112,00";"132,50";"82,22";"66,67";"128,89";"120,00";"125,49";"98,18";"95,38";"60,26";"69,23";"96,83";"85,19";"142,59";"57,64"
"411005 IGUATU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25,00";"66,67";"77,14";"145,83";"96,97";"72,73";"63,64";"54,55";"55,56";"166,67";"206,25";"68,57";"57,14";"92,86";"65,38";"92,31";"40,79"
"411007 IMBAU";"0";"0";"0";"0";"0";"2,36";"0";"0";"0";"0";"0";"16,94";"52,86";"88,71";"76,47";"102,73";"96,36";"74,09";"72,27";"98,73";"68,82";"78,49";"72,22";"97,98";"58,11";"55,06";"15,73";"47,13"
"411010 IMBITUVA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,57";"67,80";"107,18";"78,43";"104,85";"89,15";"94,69";"99,08";"103,90";"133,20";"106,71";"94,16";"97,19";"90,26";"88,96";"74,73";"50,30"
"411020 INACIO MARTINS";"0";"0";"0";"0,30";"0";"0";"2,57";"0,36";"0";"0";"0";"0";"95,50";"99,13";"106,76";"107,49";"105,88";"92,51";"82,89";"137,14";"106,83";"124,12";"95,36";"92,72";"112,95";"58,14";"40,12";"43,78"
"411030 INAJA";"0";"0";"0";"0";"0";"0";"0";"3,33";"0";"0";"0";"0";"86,67";"141,38";"106,06";"94,44";"63,89";"127,78";"91,67";"135,90";"110,53";"111,11";"91,67";"72,22";"71,43";"56,25";"103,12";"51,94"
"411040 INDIANOPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53,85";"103,77";"124,39";"100,00";"86,96";"143,48";"113,04";"133,87";"91,67";"64,06";"152,17";"121,74";"57,58";"107,84";"96,08";"53,62"
"411050 IPIRANGA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45,63";"85,47";"91,22";"94,00";"83,50";"87,50";"94,00";"59,14";"73,47";"96,00";"89,45";"94,97";"78,71";"99,48";"83,85";"41,17"
"411060 IPORA";"0";"0";"0";"3,48";"0";"0";"0,91";"0";"30,23";"0";"0";"0";"56,72";"82,20";"95,65";"104,79";"98,40";"78,72";"68,09";"126,49";"65,48";"89,25";"103,24";"94,05";"87,68";"94,30";"71,50";"44,81"
"411065 IRACEMA DO OESTE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110,34";"122,58";"80,77";"126,32";"131,58";"100,00";"152,63";"108,00";"40,00";"168,75";"120,00";"108,00";"73,91";"180,00";"135,00";"47,07"
"411070 IRATI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,12";"1,54";"62,75";"103,89";"109,37";"97,46";"102,16";"108,14";"100,76";"96,19";"98,15";"77,46";"98,56";"96,64";"94,72";"80,47";"69,76";"49,89"
"411080 IRETAMA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47,67";"113,42";"86,71";"103,97";"81,75";"95,24";"107,94";"113,84";"86,43";"82,76";"106,77";"100,75";"91,78";"95,86";"74,48";"41,35"
"411090 ITAGUAJE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"77,08";"54,17";"116,39";"112,96";"88,89";"109,26";"74,07";"72,22";"70,83";"90,57";"95,77";"77,46";"112,28";"62,12";"30,30";"40,77"
"411095 ITAIPULANDIA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5,00";"109,90";"52,63";"98,36";"72,95";"94,26";"107,38";"103,65";"113,91";"98,68";"97,95";"103,42";"126,06";"84,54";"21,65";"54,03"
"411100 ITAMBARACA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"57,00";"116,88";"95,33";"106,00";"90,00";"69,00";"79,00";"101,33";"100,00";"113,92";"93,06";"90,28";"90,77";"87,88";"83,33";"42,70"
"411110 ITAMBE";"0";"0";"0";"0";"0";"0";"0";"0";"1,20";"0";"0";"0";"100,00";"100,00";"83,05";"77,63";"63,16";"142,11";"100,00";"105,13";"88,06";"75,71";"65,79";"80,26";"98,48";"97,26";"9,59";"42,03"
"411120 ITAPEJARA D\'OESTE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"70,29";"140,35";"93,33";"148,18";"120,91";"120,00";"105,45";"108,40";"94,62";"94,83";"88,36";"101,37";"101,31";"87,30";"66,14";"55,27"
"411125 ITAPERUCU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30,56";"99,56";"85,20";"113,41";"117,73";"127,27";"120,00";"100,80";"36,30";"103,24";"63,62";"67,54";"75,70";"75,14";"41,18";"48,96"
"411130 ITAUNA DO SUL";"0";"0";"0";"0";"0";"0";"0";"0";"14,49";"0";"0";"0";"119,57";"79,37";"110,71";"81,67";"70,00";"105,00";"93,33";"110,00";"87,50";"91,23";"71,19";"76,27";"100,00";"152,63";"89,47";"43,93"
"411140 IVAI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"62,33";"99,03";"80,47";"89,67";"90,14";"89,20";"74,65";"101,52";"80,00";"70,00";"104,74";"90,53";"108,11";"91,33";"67,35";"45,09"
"411150 IVAIPORA";"0";"0";"0";"0";"0";"0";"0";"0";"1,51";"0";"0";"0";"63,96";"99,75";"105,63";"95,98";"80,43";"90,88";"95,17";"89,53";"88,59";"76,77";"82,19";"89,55";"100,00";"99,74";"85,60";"43,11"
"411155 IVATE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"89,77";"108,85";"104,13";"138,82";"110,59";"134,12";"157,65";"133,64";"50,43";"86,92";"95,41";"81,65";"65,57";"79,12";"27,47";"53,37"
"411160 IVATUBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"78,57";"58,82";"113,33";"93,75";"65,62";"65,62";"46,88";"38,46";"120,00";"80,00";"77,42";"129,03";"65,62";"76,32";"18,42";"40,47"
"411170 JABOTI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"103,95";"127,78";"128,57";"145,16";"154,84";"167,74";"111,29";"108,57";"108,33";"88,41";"102,17";"189,13";"71,72";"79,75";"43,04";"57,30"
"411180 JACAREZINHO";"0";"0";"0";"0";"0";"1,53";"3,88";"0";"0";"0";"0";"0";"42,76";"97,43";"74,40";"89,95";"80,90";"93,47";"86,26";"90,96";"106,20";"87,56";"71,60";"88,10";"93,51";"98,16";"70,53";"44,17"
"411190 JAGUAPITA";"0";"0";"0";"0";"0";"0";"0";"0";"9,30";"0";"12,03";"0";"40,62";"103,01";"95,57";"95,54";"97,45";"119,11";"117,83";"105,17";"90,18";"78,84";"106,71";"90,85";"97,01";"72,32";"3,39";"49,34"
"411200 JAGUARIAIVA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50,90";"85,83";"98,26";"90,63";"81,98";"92,79";"93,33";"122,18";"91,75";"104,36";"62,26";"79,19";"86,57";"80,80";"58,15";"46,93"
"411210 JANDAIA DO SUL";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,41";"0";"59,75";"82,25";"104,67";"91,81";"97,84";"107,76";"96,98";"77,43";"94,87";"81,58";"65,88";"87,06";"93,23";"104,76";"82,42";"46,52"
"411220 JANIOPOLIS";"0";"0";"0";"0";"0";"3,90";"0";"0";"0";"0";"0";"0";"91,11";"103,61";"95,00";"103,08";"81,54";"95,38";"103,08";"124,64";"104,55";"102,78";"91,14";"101,27";"81,40";"100,00";"48,61";"39,74"
"411230 JAPIRA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48,53";"128,33";"132,08";"106,67";"111,67";"105,00";"105,00";"110,71";"87,72";"121,05";"121,31";"100,00";"139,29";"97,30";"59,46";"56,95"
"411240 JAPURA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48,35";"94,44";"114,47";"70,64";"79,82";"83,49";"88,99";"81,37";"78,67";"85,37";"93,07";"93,07";"90,20";"79,82";"59,63";"44,89"
"411250 JARDIM ALEGRE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"77,91";"106,00";"101,65";"116,30";"97,78";"90,37";"105,19";"110,27";"70,97";"74,68";"78,26";"95,03";"102,84";"93,13";"80,92";"46,63"
"411260 JARDIM OLINDA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33,33";"122,22";"45,16";"107,41";"66,67";"81,48";"66,67";"96,67";"70,00";"85,00";"57,89";"131,58";"77,78";"150,00";"342,86";"51,15"
"411270 JATAIZINHO";"0";"0";"0";"0";"0";"2,59";"0";"0";"0";"0";"0";"0";"85,63";"94,95";"105,03";"89,77";"96,59";"101,14";"84,66";"90,45";"100,00";"116,77";"82,04";"66,50";"101,15";"75,63";"60,41";"46,79"
"411275 JESUITAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65,74";"90,10";"92,79";"92,04";"85,84";"75,22";"96,46";"151,19";"84,38";"100,97";"102,75";"84,40";"94,06";"94,06";"90,10";"45,93"
"411280 JOAQUIM TAVORA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60,43";"105,65";"95,90";"85,71";"79,59";"68,03";"92,52";"105,34";"109,30";"125,00";"92,39";"89,13";"94,27";"85,89";"78,53";"51,10"
"411290 JUNDIAI DO SUL";"0";"0";"0";"0";"0";"4,76";"10,17";"0";"0";"0";"0";"0";"7,50";"108,11";"97,30";"97,14";"97,14";"111,43";"82,86";"90,91";"83,33";"128,00";"31,71";"102,44";"78,57";"141,94";"67,74";"39,12"
"411295 JURANDA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"74,23";"100,00";"71,00";"115,28";"106,94";"116,67";"123,61";"178,43";"103,19";"80,19";"90,11";"95,60";"100,00";"91,67";"68,75";"43,27"
"411300 JUSSARA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"46,67";"100,00";"85,39";"84,11";"71,96";"71,96";"70,09";"122,22";"80,22";"104,44";"95,65";"76,09";"96,51";"88,89";"80,00";"47,67"
"411310 KALORE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"67,92";"120,00";"72,73";"150,00";"94,74";"131,58";"113,16";"120,93";"102,22";"81,48";"106,12";"114,29";"112,77";"77,55";"57,14";"43,87"
"411320 LAPA";"0";"1,04";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45,51";"82,62";"60,11";"89,31";"59,01";"55,98";"64,91";"83,95";"50,50";"86,08";"78,81";"76,61";"75,04";"90,27";"61,24";"35,97"
"411325 LARANJAL";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47,01";"98,20";"111,32";"101,00";"87,00";"88,00";"101,00";"98,99";"81,63";"82,52";"109,20";"96,55";"111,25";"72,63";"86,32";"39,92"
"411330 LARANJEIRAS DO SUL";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"62,93";"115,05";"76,48";"92,57";"86,94";"97,52";"107,88";"95,72";"89,39";"114,90";"88,79";"87,29";"104,71";"94,17";"68,96";"40,56"
"411340 LEOPOLIS";"0";"0";"0";"1,11";"0";"0";"0";"0";"0";"0";"0";"0";"36,17";"77,36";"102,33";"64,00";"76,00";"78,00";"76,00";"49,12";"141,67";"105,00";"73,08";"65,38";"108,11";"54,17";"87,50";"35,77"
"411342 LIDIANOPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"24,00";"19,05";"0";"0";"77,78";"139,22";"148,98";"163,04";"141,30";"189,13";"143,48";"141,51";"53,85";"91,30";"82,61";"154,35";"96,23";"98,08";"63,46";"61,54"
"411345 LINDOESTE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"69,23";"106,85";"78,87";"101,72";"93,10";"103,45";"103,45";"121,13";"119,05";"112,99";"69,86";"97,26";"96,15";"109,86";"98,59";"43,45"
"411350 LOANDA";"0";"0";"0";"0";"0";"0";"0";"0";"22,19";"0";"0";"0";"64,78";"83,53";"76,95";"85,67";"84,33";"98,33";"98,33";"142,04";"74,64";"91,22";"86,63";"72,64";"96,24";"82,15";"90,15";"50,89"
"411360 LOBATO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"75,93";"106,12";"133,33";"97,73";"115,91";"77,27";"138,64";"136,21";"89,66";"100,00";"96,49";"89,47";"94,23";"98,31";"32,20";"52,19"
"411370 LONDRINA";"0";"0,06";"0,04";"0,04";"0,04";"0";"0";"2,26";"0,16";"0,10";"0,14";"0,13";"43,06";"73,44";"73,42";"81,75";"70,77";"81,51";"82,41";"83,64";"81,93";"108,37";"86,87";"87,24";"46,76";"78,33";"63,10";"42,74"
"411373 LUIZIANA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"62,22";"101,92";"123,00";"102,59";"101,72";"107,76";"103,45";"166,39";"85,71";"100,00";"127,66";"96,81";"80,00";"110,71";"85,71";"50,68"
"411375 LUNARDELLI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5,68";"0";"10,71";"81,25";"76,06";"85,00";"80,00";"70,00";"61,25";"95,24";"72,60";"141,30";"83,05";"91,53";"92,31";"125,00";"83,93";"37,92"
"411380 LUPIONOPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7,41";"80,00";"52,54";"134,15";"75,86";"103,45";"118,97";"108,62";"106,35";"88,00";"92,98";"132,69";"94,23";"78,85";"119,51";"73,17";"46,94"
"411390 MALLET";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,99";"0";"59,62";"130,07";"97,42";"108,89";"112,59";"125,19";"107,41";"110,14";"85,71";"181,16";"93,25";"99,39";"114,74";"88,17";"77,51";"49,97"
"411400 MAMBORE";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50,46";"119,77";"101,69";"81,73";"98,08";"89,90";"74,04";"161,99";"93,14";"108,43";"100,53";"92,51";"119,63";"74,75";"55,94";"45,87"
"411410 MANDAGUACU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65,83";"84,96";"84,97";"102,47";"78,19";"100,82";"94,24";"86,08";"105,44";"68,20";"83,39";"95,93";"80,06";"89,83";"70,06";"47,76"
"411420 MANDAGUARI";"0";"0";"0";"0";"0";"0,77";"0";"0";"0";"0";"0";"0";"58,93";"101,82";"82,83";"93,18";"86,88";"102,36";"104,46";"86,38";"104,51";"103,46";"98,24";"50,55";"80,98";"74,80";"57,87";"46,11"
"411430 MANDIRITUBA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47,40";"97,36";"80,16";"95,01";"62,46";"73,61";"113,78";"73,51";"81,10";"94,84";"47,65";"49,14";"62,08";"59,60";"28,18";"40,84"
"411435 MANFRINOPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"82,22";"148,00";"75,76";"57,14";"82,14";"51,79";"44,64";"72,73";"82,14";"129,63";"100,00";"121,05";"80,95";"38,89";"75,00";"41,11"
"411440 MANGUEIRINHA";"0";"0";"0";"0";"0";"0";"0";"0,25";"4,70";"2,84";"1,13";"0,59";"57,73";"111,72";"74,15";"105,94";"91,96";"94,41";"99,65";"94,66";"101,26";"131,73";"76,67";"95,93";"97,23";"94,35";"66,94";"43,65"
"411450 MANOEL RIBAS";"0";"0";"0";"0";"0";"0";"0";"0";"2,47";"15,95";"7,62";"3,46";"75,68";"103,94";"92,24";"99,07";"99,07";"82,41";"106,94";"86,46";"111,96";"81,95";"104,17";"93,75";"82,96";"79,38";"83,51";"48,48"
"411460 MARECHAL CANDIDO RONDON";"0";"0,15";"0";"1,17";"0";"0";"0";"0";"0";"0";"0";"0";"80,28";"96,20";"89,73";"90,80";"80,71";"102,83";"101,59";"88,89";"101,42";"62,03";"28,59";"73,55";"90,78";"82,06";"50,00";"44,81"
"411470 MARIA HELENA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"101,92";"113,33";"74,63";"98,15";"72,22";"85,19";"101,85";"69,51";"126,42";"113,85";"70,93";"63,95";"156,86";"78,95";"44,74";"40,09"
"411480 MARIALVA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72,60";"99,71";"99,73";"103,89";"97,15";"127,98";"118,91";"102,11";"112,98";"101,48";"107,93";"105,95";"81,22";"89,45";"30,22";"54,97"
"411490 MARILANDIA DO SUL";"0";"0";"0";"4,09";"0";"0";"10,12";"0";"0";"0";"0";"0";"64,29";"99,22";"100,82";"123,33";"107,78";"140,00";"115,56";"128,93";"108,49";"93,28";"89,84";"97,66";"91,94";"95,65";"84,35";"49,35"
"411500 MARILENA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48,08";"104,44";"80,41";"113,10";"89,29";"96,43";"100,00";"119,78";"100,92";"100,00";"80,00";"58,40";"86,96";"71,76";"85,88";"45,42"
"411510 MARILUZ";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95,00";"94,70";"82,39";"99,35";"88,89";"86,93";"117,65";"105,42";"82,67";"108,39";"91,82";"80,50";"100,00";"82,31";"78,23";"46,95"
"411520 MARINGA";"0";"0";"0";"0";"0,09";"0,04";"0";"0";"0";"0";"0";"0";"29,23";"90,88";"82,97";"84,82";"99,08";"124,38";"115,31";"97,72";"91,22";"80,02";"90,19";"91,30";"86,92";"87,40";"75,99";"52,13"
"411530 MARIOPOLIS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"77,50";"100,00";"51,11";"14,46";"8,43";"110,84";"102,41";"81,32";"164,91";"110,00";"104,44";"86,67";"105,19";"100,00";"75,28";"42,76"
"411535 MARIPA";"0";"0";"0";"9,80";"0,99";"0";"0";"0";"0";"0";"0";"0";"100,00";"120,83";"63,64";"100,00";"91,23";"107,02";"110,53";"103,12";"127,12";"106,06";"93,44";"122,95";"78,89";"95,12";"117,07";"50,21"
"411540 MARMELEIRO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"86,54";"83,83";"128,39";"57,14";"86,22";"75,51";"72,96";"87,58";"159,75";"93,94";"117,14";"113,14";"118,88";"95,73";"61,14";"46,78"
"411545 MARQUINHO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52,17";"103,45";"89,89";"87,84";"109,46";"105,41";"101,35";"92,21";"111,59";"118,42";"83,33";"90,28";"128,57";"83,33";"58,33";"48,16"
"411550 MARUMBI";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"92,86";"108,16";"76,27";"96,15";"63,46";"101,92";"107,69";"98,39";"126,32";"94,64";"80,30";"68,18";"85,19";"71,19";"1,69";"42,31"
"411560 MATELANDIA";"0";"0";"0";"0";"0";"0,68";"0";"0";"10,12";"0";"2,87";"0";"68,85";"104,63";"78,35";"112,79";"77,63";"110,05";"94,06";"143,04";"81,67";"89,75";"98,41";"97,62";"104,82";"76,07";"44,64";"51,07"
"411570 MATINHOS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,80";"76,13";"73,01";"86,65";"67,23";"60,44";"80,58";"77,25";"75,26";"73,21";"73,62";"72,77";"69,62";"65,01";"39,13";"37,95"
"411573 MATO RICO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"85,19";"97,01";"118,42";"60,00";"67,27";"76,36";"76,36";"95,65";"82,50";"125,00";"116,67";"119,44";"113,16";"121,62";"110,81";"36,65"
"411575 MAUA DA SERRA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10,57";"0";"0";"58,12";"86,58";"86,71";"94,74";"77,63";"90,13";"98,03";"144,16";"85,89";"117,81";"86,74";"74,03";"99,35";"101,29";"34,19";"55,50"
"411580 MEDIANEIRA";"0";"0";"0";"0";"0";"0";"0,47";"0";"10,56";"0";"0";"0";"64,33";"107,07";"92,87";"106,11";"99,48";"103,32";"107,68";"101,35";"94,46";"92,30";"75,55";"79,18";"91,62";"63,41";"38,15";"49,24"
"411585 MERCEDES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80,95";"101,79";"92,54";"98,61";"98,61";"98,61";"91,67";"84,62";"81,36";"126,92";"87,50";"131,25";"80,77";"80,52";"72,73";"52,96"
"411590 MIRADOR";"0";"0";"0";"2,17";"0";"0";"0";"0";"0";"0";"0";"0";"230,00";"73,53";"140,91";"143,48";"117,39";"213,04";"113,04";"211,54";"62,16";"120,00";"138,46";"134,62";"120,00";"82,50";"92,50";"65,28"
"411600 MIRASELVA";"0";"0";"0";"13,79";"0";"0";"0";"0";"0";"0";"0";"0";"33,33";"152,63";"166,67";"76,47";"100,00";"100,00";"182,35";"89,29";"40,74";"207,14";"144,00";"108,00";"85,19";"106,25";"75,00";"43,67"
"411605 MISSAL";"0";"1,59";"0";"0";"0";"0";"8,99";"0";"0";"3,31";"0";"0";"24,63";"97,44";"79,82";"82,58";"75,76";"80,30";"106,06";"125,19";"130,53";"104,48";"80,85";"80,85";"96,12";"86,67";"48,89";"46,26"
"411610 MOREIRA SALES";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43,32";"70,11";"65,54";"90,23";"75,19";"97,74";"82,71";"99,32";"85,71";"88,75";"120,74";"96,30";"116,06";"75,95";"21,52";"37,38"
"411620 MORRETES";"0";"0";"0";"0";"0";"0,27";"0";"0";"0";"0";"0";"0";"19,52";"98,83";"71,32";"98,74";"85,77";"74,90";"56,07";"93,69";"85,31";"84,08";"70,95";"64,73";"72,53";"78,79";"66,23";"38,65"
"411630 MUNHOZ DE MELO";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"78,57";"91,67";"95,00";"125,71";"80,00";"102,86";"114,29";"87,18";"118,42";"150,00";"68,18";"57,58";"122,92";"76,92";"94,23";"52,04"
"411640 NOSSA SENHORA DAS GRACAS";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"85,71";"80,00";"89,36";"95,12";"65,85";"75,61";"82,93";"140,91";"105,66";"84,48";"135,56";"140,00";"80,33";"92,45";"41,51";"46,31"
"411650 NOVA ALIANCA DO IVAI";"0";"0";"0";"3,33";"10,00";"0";"0";"0";"0";"0";"0";"0";"60,00";"200,00";"58,82";"76,19";"61,90";"76,19";"76,19";"83,33";"78,95";"61,90";"104,76";"76,19";"68,00";"95,24";"57,14";"45,40"
"411660 NOVA AMERICA DA COLINA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72,00";"90,70";"81,82";"160,61";"100,00";"124,24";"124,24";"93,75";"83,02";"107,50";"106,82";"84,09";"109,09";"80,00";"107,50";"46,31"
"411670 NOVA AURORA";"0";"0";"0";"0,80";"0";"0";"0";"0,49";"0";"0";"0";"0";"48,30";"109,29";"106,16";"109,42";"115,22";"102,17";"96,38";"114,75";"84,03";"125,38";"98,19";"77,11";"107,63";"119,01";"74,65";"44,35"
"411680 NOVA CANTU";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"70,48";"80,00";"107,61";"88,89";"94,44";"104,44";"88,89";"128,28";"77,89";"103,66";"107,59";"108,86";"77,66";"75,76";"11,11";"36,11"
"411690 NOVA ESPERANCA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45,77";"107,06";"86,89";"100,97";"82,20";"119,09";"105,83";"95,40";"87,16";"84,81";"80,18";"74,09";"82,04";"83,94";"76,97";"43,56"
"411695 NOVA ESPERANCA DO SUDOESTE";"0";"0";"0";"0,95";"0";"0";"0";"0";"0";"0";"0";"0";"78,26";"126,56";"84,62";"114,47";"72,37";"94,74";"75,00";"123,61";"71,23";"97,10";"112,28";"114,04";"89,86";"47,76";"82,09";"44,88"
"411700 NOVA FATIMA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"65,69";"73,68";"104,67";"106,73";"118,27";"68,27";"84,62";"95,60";"95,19";"108,05";"85,45";"77,27";"86,21";"73,91";"70,65";"43,28"
"411705 NOVA LARANJEIRAS";"0";"0";"0";"0";"0";"0";"0";"32,00";"33,86";"8,72";"13,48";"18,79";"106,99";"102,01";"88,73";"91,00";"90,00";"87,00";"102,00";"108,16";"111,67";"115,43";"65,93";"93,41";"91,19";"87,59";"79,31";"41,51"
"411710 NOVA LONDRINA";"0";"0";"0";"0";"0";"0";"0";"0";"5,58";"0";"0";"0";"76,47";"112,24";"98,25";"112,99";"90,26";"102,60";"107,14";"153,25";"76,34";"91,01";"96,15";"68,13";"91,08";"78,18";"51,52";"46,59"
"411720 NOVA OLIMPIA";"0";"0";"0";"0";"0";"0";"0";"0";"8,75";"0";"0";"0";"53,19";"77,42";"90,77";"88,46";"100,00";"94,87";"85,90";"108,20";"82,67";"82,05";"71,11";"80,00";"88,16";"83,78";"27,03";"47,21"
"411721 NOVA SANTA BARBARA";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,75";"109,43";"76,36";"96,55";"103,45";"151,72";"127,59";"152,08";"136,00";"139,13";"80,88";"75,00";"103,64";"121,15";"105,77";"50,97"
"411722 NOVA SANTA ROSA";"0";"1,90";"0";"0";"0";"0";"0";"0";"1,06";"0";"0";"0";"61,76";"110,87";"95,74";"98,96";"96,88";"104,17";"95,83";"97,37";"88,50";"110,00";"115,00";"109,00";"88,81";"82,81";"59,38";"53,04"
"411725 NOVA PRATA DO IGUACU";"0";"0";"0";"0";"0";"0";"0";"0";"7,23";"0";"0";"0";"55,07";"110,34";"99,12";"117,24";"100,86";"106,03";"88,79";"100,85";"114,17";"145,63";"94,56";"78,23";"98,32";"130,77";"68,38";"48,63"
